event_name,event_url,fight_url,fighter_names,fighter_ids,winner,result_raw,method,round,time,weight_class,totals,per_round_breakdown
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/82338ba457fbe87f,Tim Elliott | Kai Asakura,c96d9178c9ed9e62 | d33da8a3d82bdb62,Tim Elliott,win,Submission,2,4:39,Flyweight,"{""rows"": [{""Fighter"": [""Tim Elliott"", ""Kai Asakura""], ""KD"": [""0"", ""0""], ""Sig. str."": [""27 of 71"", ""21 of 87""], ""Sig. str. %"": [""38%"", ""24%""], ""Total str."": [""42 of 88"", ""38 of 104""], ""Td"": [""2 of 3"", ""0 of 0""], ""Td %"": [""66%"", ""---""], ""Sub. att"": [""2"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""1:54"", ""0:01""]}], ""fighters"": [""Tim Elliott"", ""Kai Asakura""]}",Per round RD1 16 of 40 - 40% 11 of 45 - 24% RD2 11 of 31 - 35% 10 of 42 - 23% Landed Attempted
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/5efd13a12be06706,Baisangur Susurkaev | Eric Nolan,d1feea7a4bdcd503 | 64b12fe31be7560c,Baisangur Susurkaev,win,Submission,2,2:01,Middleweight,"{""rows"": [{""Fighter"": [""Baisangur Susurkaev"", ""Eric Nolan""], ""KD"": [""0"", ""0""], ""Sig. str."": [""36 of 62"", ""22 of 56""], ""Sig. str. %"": [""58%"", ""39%""], ""Total str."": [""59 of 89"", ""24 of 58""], ""Td"": [""2 of 7"", ""0 of 1""], ""Td %"": [""28%"", ""0%""], ""Sub. att"": [""1"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""3:19"", ""0:17""]}], ""fighters"": [""Baisangur Susurkaev"", ""Eric Nolan""]}",Per round RD1 19 of 37 - 51% 18 of 49 - 36% RD2 17 of 25 - 68% 4 of 7 - 57% Landed Attempted
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/5b880d10b0ed7acc,Gerald Meerschaert | Michal Oleksiejczuk,6ac9bc2953c47345 | 0d65c432720accb9,Michal Oleksiejczuk,win,KO/TKO,1,3:03,Middleweight,"{""rows"": [{""Fighter"": [""Gerald Meerschaert"", ""Michal Oleksiejczuk""], ""KD"": [""0"", ""1""], ""Sig. str."": [""3 of 16"", ""23 of 51""], ""Sig. str. %"": [""18%"", ""45%""], ""Total str."": [""3 of 16"", ""23 of 51""], ""Td"": [""0 of 3"", ""0 of 0""], ""Td %"": [""0%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:00"", ""0:22""]}], ""fighters"": [""Gerald Meerschaert"", ""Michal Oleksiejczuk""]}",Per round RD1 3 of 16 - 18% 23 of 51 - 45% Landed Attempted
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/a2eafd9e1d5031b1,Jessica Andrade | Loopy Godinez,6a1901c62ab3870f | 8e5d953bdb9ae5e7,Loopy Godinez,win,Decision - Unanimous,3,5:00,Women's Strawweight,"{""rows"": [{""Fighter"": [""Jessica Andrade"", ""Loopy Godinez""], ""KD"": [""0"", ""0""], ""Sig. str."": [""90 of 287"", ""107 of 213""], ""Sig. str. %"": [""31%"", ""50%""], ""Total str."": [""97 of 297"", ""119 of 226""], ""Td"": [""0 of 1"", ""1 of 14""], ""Td %"": [""0%"", ""7%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:17"", ""1:33""]}], ""fighters"": [""Jessica Andrade"", ""Loopy Godinez""]}",Per round RD1 18 of 83 - 21% 40 of 71 - 56% RD2 15 of 63 - 23% 31 of 50 - 62% RD3 57 of 141 - 40% 36 of 92 - 39% Landed Attempted
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/1d8dc0fb5d47357f,Chase Hooper | Alexander Hernandez,971246648e162f0d | 262a7d06203657e6,Alexander Hernandez,win,KO/TKO,1,4:58,Lightweight,"{""rows"": [{""Fighter"": [""Chase Hooper"", ""Alexander Hernandez""], ""KD"": [""0"", ""1""], ""Sig. str."": [""20 of 82"", ""17 of 38""], ""Sig. str. %"": [""24%"", ""44%""], ""Total str."": [""20 of 82"", ""18 of 39""], ""Td"": [""0 of 2"", ""0 of 0""], ""Td %"": [""0%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:05"", ""0:02""]}], ""fighters"": [""Chase Hooper"", ""Alexander Hernandez""]}",Per round RD1 20 of 82 - 24% 17 of 38 - 44% Landed Attempted
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/bc63f1b2e52f603e,Edson Barboza | Drakkar Klose,64a50dad704d1d49 | 7cbf7c78d3b34218,Drakkar Klose,win,Decision - Unanimous,3,5:00,Lightweight,"{""rows"": [{""Fighter"": [""Edson Barboza"", ""Drakkar Klose""], ""KD"": [""0"", ""0""], ""Sig. str."": [""71 of 120"", ""53 of 102""], ""Sig. str. %"": [""59%"", ""51%""], ""Total str."": [""73 of 122"", ""147 of 209""], ""Td"": [""0 of 0"", ""0 of 2""], ""Td %"": [""---"", ""0%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""3:50"", ""2:33""]}], ""fighters"": [""Edson Barboza"", ""Drakkar Klose""]}",Per round RD1 24 of 36 - 66% 15 of 29 - 51% RD2 18 of 38 - 47% 25 of 44 - 56% RD3 29 of 46 - 63% 13 of 29 - 44% Landed Attempted
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/88020d22cf905792,Karine Silva | Dione Barbosa,9d62c2d8ee151f08 | 27b388f0aab49780,Karine Silva,win,Decision - Unanimous,3,5:00,Women's Flyweight,"{""rows"": [{""Fighter"": [""Karine Silva"", ""Dione Barbosa""], ""KD"": [""0"", ""0""], ""Sig. str."": [""26 of 70"", ""31 of 87""], ""Sig. str. %"": [""37%"", ""35%""], ""Total str."": [""90 of 154"", ""67 of 132""], ""Td"": [""1 of 3"", ""3 of 4""], ""Td %"": [""33%"", ""75%""], ""Sub. att"": [""2"", ""1""], ""Rev."": [""1"", ""1""], ""Ctrl"": [""2:23"", ""5:18""]}], ""fighters"": [""Karine Silva"", ""Dione Barbosa""]}",Per round RD1 10 of 30 - 33% 15 of 41 - 36% RD2 9 of 18 - 50% 7 of 16 - 43% RD3 7 of 22 - 31% 9 of 30 - 30% Landed Attempted
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/68c423c7119004f3,Alibi Idiris | Joseph Morales,30cad5a751adcb48 | 2fe9032955c2e013,Joseph Morales,win,Submission,2,3:04,Flyweight,"{""rows"": [{""Fighter"": [""Alibi Idiris"", ""Joseph Morales""], ""KD"": [""0"", ""0""], ""Sig. str."": [""28 of 56"", ""29 of 63""], ""Sig. str. %"": [""50%"", ""46%""], ""Total str."": [""50 of 82"", ""44 of 86""], ""Td"": [""0 of 1"", ""2 of 5""], ""Td %"": [""0%"", ""40%""], ""Sub. att"": [""0"", ""2""], ""Rev."": [""1"", ""0""], ""Ctrl"": [""1:04"", ""3:38""]}], ""fighters"": [""Alibi Idiris"", ""Joseph Morales""]}",Per round RD1 18 of 27 - 66% 10 of 24 - 41% RD2 10 of 29 - 34% 19 of 39 - 48% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/68fe62bac7fd8bb0,Roman Dolidze | Anthony Hernandez,327d5f279895110d | 093e1f5bb73850be,Anthony Hernandez,win,Submission,4,2:45,Middleweight,"{""rows"": [{""Fighter"": [""Roman Dolidze"", ""Anthony Hernandez""], ""KD"": [""0"", ""0""], ""Sig. str."": [""36 of 107"", ""91 of 152""], ""Sig. str. %"": [""33%"", ""59%""], ""Total str."": [""39 of 110"", ""120 of 187""], ""Td"": [""0 of 1"", ""9 of 11""], ""Td %"": [""0%"", ""81%""], ""Sub. att"": [""0"", ""1""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:45"", ""7:48""]}], ""fighters"": [""Roman Dolidze"", ""Anthony Hernandez""]}",Per round RD1 10 of 31 - 32% 19 of 37 - 51% RD2 20 of 52 - 38% 44 of 73 - 60% RD3 4 of 16 - 25% 18 of 27 - 66% RD4 2 of 8 - 25% 10 of 15 - 66% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/37d58369782cb86b,Steve Erceg | Ode Osbourne,32ab52e5de93092d | 6d68c1afe954f121,Steve Erceg,win,Decision - Unanimous,3,5:00,Bantamweight,"{""rows"": [{""Fighter"": [""Steve Erceg"", ""Ode Osbourne""], ""KD"": [""0"", ""0""], ""Sig. str."": [""20 of 53"", ""35 of 74""], ""Sig. str. %"": [""37%"", ""47%""], ""Total str."": [""39 of 82"", ""47 of 89""], ""Td"": [""3 of 10"", ""1 of 2""], ""Td %"": [""30%"", ""50%""], ""Sub. att"": [""1"", ""0""], ""Rev."": [""0"", ""1""], ""Ctrl"": [""4:47"", ""1:09""]}], ""fighters"": [""Steve Erceg"", ""Ode Osbourne""]}",Per round RD1 3 of 11 - 27% 17 of 32 - 53% RD2 11 of 25 - 44% 12 of 25 - 48% RD3 6 of 17 - 35% 6 of 17 - 35% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/646c79a7ecd12e5f,Iasmin Lucindo | Angela Hill,abcf2cc6efc42031 | f0feeb2192937424,Iasmin Lucindo,win,Decision - Unanimous,3,5:00,Women's Strawweight,"{""rows"": [{""Fighter"": [""Iasmin Lucindo"", ""Angela Hill""], ""KD"": [""0"", ""0""], ""Sig. str."": [""72 of 151"", ""64 of 110""], ""Sig. str. %"": [""47%"", ""58%""], ""Total str."": [""100 of 187"", ""80 of 129""], ""Td"": [""3 of 7"", ""0 of 5""], ""Td %"": [""42%"", ""0%""], ""Sub. att"": [""0"", ""1""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""5:37"", ""1:19""]}], ""fighters"": [""Iasmin Lucindo"", ""Angela Hill""]}",Per round RD1 27 of 68 - 39% 25 of 46 - 54% RD2 28 of 50 - 56% 31 of 54 - 57% RD3 17 of 33 - 51% 8 of 10 - 80% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/98d6771af9b0ebe5,Andre Fili | Christian Rodriguez,8fd808923cffff82 | 5ec591b78349ba7e,Andre Fili,win,Decision - Split,3,5:00,Featherweight,"{""rows"": [{""Fighter"": [""Andre Fili"", ""Christian Rodriguez""], ""KD"": [""0"", ""0""], ""Sig. str."": [""64 of 182"", ""83 of 174""], ""Sig. str. %"": [""35%"", ""47%""], ""Total str."": [""74 of 193"", ""95 of 190""], ""Td"": [""3 of 5"", ""1 of 7""], ""Td %"": [""60%"", ""14%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""1:42"", ""1:35""]}], ""fighters"": [""Andre Fili"", ""Christian Rodriguez""]}",Per round RD1 22 of 63 - 34% 29 of 64 - 45% RD2 23 of 69 - 33% 29 of 56 - 51% RD3 19 of 50 - 38% 25 of 54 - 46% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/ed5383b50ffcdded,Miles Johns | Jean Matsumoto,46e0d677f91bacc0 | ffd3224638c01b57,Jean Matsumoto,win,Decision - Split,3,5:00,Bantamweight,"{""rows"": [{""Fighter"": [""Miles Johns"", ""Jean Matsumoto""], ""KD"": [""0"", ""0""], ""Sig. str."": [""83 of 184"", ""95 of 233""], ""Sig. str. %"": [""45%"", ""40%""], ""Total str."": [""89 of 191"", ""109 of 249""], ""Td"": [""5 of 8"", ""0 of 3""], ""Td %"": [""62%"", ""0%""], ""Sub. att"": [""0"", ""2""], ""Rev."": [""0"", ""1""], ""Ctrl"": [""3:12"", ""0:56""]}], ""fighters"": [""Miles Johns"", ""Jean Matsumoto""]}",Per round RD1 22 of 42 - 52% 16 of 49 - 32% RD2 34 of 67 - 50% 35 of 84 - 41% RD3 27 of 75 - 36% 44 of 100 - 44% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/75a84211f50c53f5,Eryk Anders | Christian Leroy Duncan,cad24459b28592ca | a93f94c923c3a9cb,Christian Leroy Duncan,win,KO/TKO,1,3:53,Middleweight,"{""rows"": [{""Fighter"": [""Eryk Anders"", ""Christian Leroy Duncan""], ""KD"": [""0"", ""1""], ""Sig. str."": [""7 of 12"", ""24 of 43""], ""Sig. str. %"": [""58%"", ""55%""], ""Total str."": [""18 of 24"", ""27 of 46""], ""Td"": [""1 of 3"", ""0 of 0""], ""Td %"": [""33%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""1:18"", ""0:39""]}], ""fighters"": [""Eryk Anders"", ""Christian Leroy Duncan""]}",Per round RD1 7 of 12 - 58% 24 of 43 - 55% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/3d6571790c21527c,Julius Walker | Rafael Cerqueira,6add18754930182b | 09a4447655fd4b7b,Julius Walker,win,Decision - Unanimous,3,5:00,Light Heavyweight,"{""rows"": [{""Fighter"": [""Julius Walker"", ""Rafael Cerqueira""], ""KD"": [""1"", ""0""], ""Sig. str."": [""44 of 62"", ""19 of 42""], ""Sig. str. %"": [""70%"", ""45%""], ""Total str."": [""96 of 120"", ""30 of 54""], ""Td"": [""6 of 10"", ""0 of 0""], ""Td %"": [""60%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""11:46"", ""0:27""]}], ""fighters"": [""Julius Walker"", ""Rafael Cerqueira""]}",Per round RD1 13 of 22 - 59% 11 of 25 - 44% RD2 13 of 18 - 72% 1 of 4 - 25% RD3 18 of 22 - 81% 7 of 13 - 53% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/ae7a8f19743e8154,Elijah Smith | Toshiomi Kazama,7478b7f959ba61f5 | 148bb103cfbf123e,Elijah Smith,win,KO/TKO,1,4:10,Bantamweight,"{""rows"": [{""Fighter"": [""Elijah Smith"", ""Toshiomi Kazama""], ""KD"": [""0"", ""0""], ""Sig. str."": [""37 of 46"", ""0 of 0""], ""Sig. str. %"": [""80%"", ""---""], ""Total str."": [""61 of 74"", ""2 of 2""], ""Td"": [""0 of 0"", ""1 of 1""], ""Td %"": [""---"", ""100%""], ""Sub. att"": [""0"", ""1""], ""Rev."": [""1"", ""1""], ""Ctrl"": [""3:49"", ""0:05""]}], ""fighters"": [""Elijah Smith"", ""Toshiomi Kazama""]}",Per round RD1 37 of 46 - 80% 0 of 0 - 0% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/aef44145740741b3,Joselyne Edwards | Priscila Cachoeira,f9ab66e67240db7b | b1e5bcaad32a3cac,Joselyne Edwards,win,KO/TKO,1,2:24,Women's Bantamweight,"{""rows"": [{""Fighter"": [""Joselyne Edwards"", ""Priscila Cachoeira""], ""KD"": [""1"", ""0""], ""Sig. str."": [""26 of 44"", ""18 of 50""], ""Sig. str. %"": [""59%"", ""36%""], ""Total str."": [""26 of 44"", ""18 of 50""], ""Td"": [""0 of 2"", ""0 of 0""], ""Td %"": [""0%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:01"", ""0:00""]}], ""fighters"": [""Joselyne Edwards"", ""Priscila Cachoeira""]}",Per round RD1 26 of 44 - 59% 18 of 50 - 36% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/7d923267c44dd93b,Uros Medic | Gilbert Urbina,681399317dbf4701 | b12fb759e02378de,Uros Medic,win,KO/TKO,1,1:03,Welterweight,"{""rows"": [{""Fighter"": [""Uros Medic"", ""Gilbert Urbina""], ""KD"": [""1"", ""1""], ""Sig. str."": [""5 of 9"", ""5 of 10""], ""Sig. str. %"": [""55%"", ""50%""], ""Total str."": [""6 of 10"", ""5 of 10""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:01"", ""0:02""]}], ""fighters"": [""Uros Medic"", ""Gilbert Urbina""]}",Per round RD1 5 of 9 - 55% 5 of 10 - 50% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/6ef50ed03b116b60,Gabriella Fernandes | Julija Stoliarenko,a6eb54ae17a551be | a78a87d8c2bbb1cb,Gabriella Fernandes,win,Decision - Unanimous,3,5:00,Women's Flyweight,"{""rows"": [{""Fighter"": [""Gabriella Fernandes"", ""Julija Stoliarenko""], ""KD"": [""0"", ""0""], ""Sig. str."": [""59 of 114"", ""61 of 161""], ""Sig. str. %"": [""51%"", ""37%""], ""Total str."": [""59 of 114"", ""64 of 167""], ""Td"": [""0 of 0"", ""0 of 6""], ""Td %"": [""---"", ""0%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:00"", ""1:14""]}], ""fighters"": [""Gabriella Fernandes"", ""Julija Stoliarenko""]}",Per round RD1 19 of 45 - 42% 19 of 47 - 40% RD2 23 of 38 - 60% 18 of 43 - 41% RD3 17 of 31 - 54% 24 of 71 - 33% Landed Attempted
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/857e8facd8ff7c36,Cody Brundage | Eric McConico,f14f644d41ade29f | 9508cc6184cb2450,Eric McConico,win,Decision - Split,3,5:00,Light Heavyweight,"{""rows"": [{""Fighter"": [""Cody Brundage"", ""Eric McConico""], ""KD"": [""0"", ""0""], ""Sig. str."": [""31 of 65"", ""26 of 72""], ""Sig. str. %"": [""47%"", ""36%""], ""Total str."": [""43 of 78"", ""54 of 102""], ""Td"": [""3 of 7"", ""0 of 0""], ""Td %"": [""42%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""5:28"", ""3:12""]}], ""fighters"": [""Cody Brundage"", ""Eric McConico""]}",Per round RD1 8 of 18 - 44% 3 of 11 - 27% RD2 11 of 20 - 55% 7 of 23 - 30% RD3 12 of 27 - 44% 16 of 38 - 42% Landed Attempted
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/282c8c6c1ed82bfb,Tatsuro Taira | HyunSung Park,4461d7e47375a895 | b671bdf981ad527d,Tatsuro Taira,win,Submission,2,1:06,Flyweight,"{""rows"": [{""Fighter"": [""Tatsuro Taira"", ""HyunSung Park""], ""KD"": [""1"", ""0""], ""Sig. str."": [""7 of 11"", ""3 of 9""], ""Sig. str. %"": [""63%"", ""33%""], ""Total str."": [""13 of 20"", ""15 of 21""], ""Td"": [""4 of 5"", ""0 of 0""], ""Td %"": [""80%"", ""---""], ""Sub. att"": [""1"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""4:41"", ""0:00""]}], ""fighters"": [""Tatsuro Taira"", ""HyunSung Park""]}",Per round RD1 6 of 9 - 66% 2 of 5 - 40% RD2 1 of 2 - 50% 1 of 4 - 25% Landed Attempted
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/426a69e343822ab3,Mateusz Rebecki | Chris Duncan,849c5d9979df5357 | fd406a32a6fb3a29,Chris Duncan,win,Decision - Unanimous,3,5:00,Lightweight,"{""rows"": [{""Fighter"": [""Mateusz Rebecki"", ""Chris Duncan""], ""KD"": [""0"", ""0""], ""Sig. str."": [""114 of 267"", ""92 of 222""], ""Sig. str. %"": [""42%"", ""41%""], ""Total str."": [""123 of 278"", ""95 of 225""], ""Td"": [""2 of 6"", ""0 of 1""], ""Td %"": [""33%"", ""0%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""1:23"", ""0:27""]}], ""fighters"": [""Mateusz Rebecki"", ""Chris Duncan""]}",Per round RD1 32 of 74 - 43% 19 of 62 - 30% RD2 38 of 88 - 43% 25 of 62 - 40% RD3 44 of 105 - 41% 48 of 98 - 48% Landed Attempted
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/878941394f9e3538,Elves Brener | Esteban Ribovics,48a9a128784d53d1 | 323d4ca260dfa0ba,Esteban Ribovics,win,Decision - Unanimous,3,5:00,Lightweight,"{""rows"": [{""Fighter"": [""Elves Brener"", ""Esteban Ribovics""], ""KD"": [""0"", ""0""], ""Sig. str."": [""118 of 250"", ""122 of 281""], ""Sig. str. %"": [""47%"", ""43%""], ""Total str."": [""123 of 256"", ""123 of 284""], ""Td"": [""0 of 9"", ""0 of 0""], ""Td %"": [""0%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:00"", ""1:02""]}], ""fighters"": [""Elves Brener"", ""Esteban Ribovics""]}",Per round RD1 36 of 68 - 52% 39 of 95 - 41% RD2 48 of 88 - 54% 34 of 84 - 40% RD3 34 of 94 - 36% 49 of 102 - 48% Landed Attempted
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/c62ed8a6002b5360,Karol Rosa | Nora Cornolle,351c4ec637380ad5 | f2b3f4ef3f780168,Karol Rosa,win,Decision - Unanimous,3,5:00,Women's Bantamweight,"{""rows"": [{""Fighter"": [""Karol Rosa"", ""Nora Cornolle""], ""KD"": [""0"", ""0""], ""Sig. str."": [""33 of 58"", ""27 of 47""], ""Sig. str. %"": [""56%"", ""57%""], ""Total str."": [""190 of 224"", ""75 of 98""], ""Td"": [""2 of 3"", ""0 of 0""], ""Td %"": [""66%"", ""---""], ""Sub. att"": [""2"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""11:25"", ""0:00""]}], ""fighters"": [""Karol Rosa"", ""Nora Cornolle""]}",Per round RD1 18 of 34 - 52% 24 of 37 - 64% RD2 7 of 11 - 63% 0 of 3 - 0% RD3 8 of 13 - 61% 3 of 7 - 42% Landed Attempted
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/ac57250e3de89d5d,Neil Magny | Elizeu Zaleski dos Santos,84b3e7d38f2d2ec5 | 8adcbd525fab8d9b,Neil Magny,win,KO/TKO,2,4:39,Welterweight,"{""rows"": [{""Fighter"": [""Neil Magny"", ""Elizeu Zaleski dos Santos""], ""KD"": [""0"", ""0""], ""Sig. str."": [""42 of 67"", ""20 of 42""], ""Sig. str. %"": [""62%"", ""47%""], ""Total str."": [""80 of 113"", ""42 of 69""], ""Td"": [""2 of 3"", ""1 of 5""], ""Td %"": [""66%"", ""20%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""1:19"", ""4:40""]}], ""fighters"": [""Neil Magny"", ""Elizeu Zaleski dos Santos""]}",Per round RD1 17 of 36 - 47% 18 of 36 - 50% RD2 25 of 31 - 80% 2 of 6 - 33% Landed Attempted
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/111e66eb922449e4,Danny Silva | Kevin Vallejos,d964a59c48381cb6 | 239d8e5359022f3b,Kevin Vallejos,win,Decision - Unanimous,3,5:00,Featherweight,"{""rows"": [{""Fighter"": [""Danny Silva"", ""Kevin Vallejos""], ""KD"": [""0"", ""0""], ""Sig. str."": [""69 of 164"", ""90 of 229""], ""Sig. str. %"": [""42%"", ""39%""], ""Total str."": [""73 of 168"", ""90 of 230""], ""Td"": [""1 of 9"", ""2 of 5""], ""Td %"": [""11%"", ""40%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:22"", ""1:14""]}], ""fighters"": [""Danny Silva"", ""Kevin Vallejos""]}",Per round RD1 10 of 39 - 25% 19 of 54 - 35% RD2 22 of 50 - 44% 35 of 81 - 43% RD3 37 of 75 - 49% 36 of 94 - 38% Landed Attempted
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/eeeffa7f514e0c0e,Rinya Nakamura | Nathan Fletcher,d8c811df0386d5e8 | a2d342ffc83913ed,Rinya Nakamura,win,KO/TKO,1,1:02,Bantamweight,"{""rows"": [{""Fighter"": [""Rinya Nakamura"", ""Nathan Fletcher""], ""KD"": [""1"", ""0""], ""Sig. str."": [""12 of 19"", ""3 of 7""], ""Sig. str. %"": [""63%"", ""42%""], ""Total str."": [""12 of 19"", ""3 of 7""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:02"", ""0:00""]}], ""fighters"": [""Rinya Nakamura"", ""Nathan Fletcher""]}",Per round RD1 12 of 19 - 63% 3 of 7 - 42% Landed Attempted
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/45781930d64da456,Rodolfo Vieira | Tresean Gore,260e9e0d4954aea6 | 147e70aa6cc48cfc,Rodolfo Vieira,win,Decision - Unanimous,3,5:00,Middleweight,"{""rows"": [{""Fighter"": [""Rodolfo Vieira"", ""Tresean Gore""], ""KD"": [""0"", ""0""], ""Sig. str."": [""89 of 159"", ""41 of 114""], ""Sig. str. %"": [""55%"", ""35%""], ""Total str."": [""96 of 169"", ""50 of 125""], ""Td"": [""1 of 14"", ""0 of 0""], ""Td %"": [""7%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""3:14"", ""0:02""]}], ""fighters"": [""Rodolfo Vieira"", ""Tresean Gore""]}",Per round RD1 15 of 26 - 57% 11 of 25 - 44% RD2 36 of 66 - 54% 14 of 45 - 31% RD3 38 of 67 - 56% 16 of 44 - 36% Landed Attempted
