event_name,event_url,fight_url,fighter_names,fighter_ids,winner,result_raw,method,round,time,weight_class,totals,per_round_breakdown
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/989760fa75321d69,Conor McGregor | Max Holloway,,Max Holloway,win,KO/TKO,1,1:09,Welterweight,"{""rows"": [{""Fighter"": [""Conor McGregor"", ""Max Holloway""], ""KD"": [""0"", ""0""], ""Sig. str."": [""0 of 6"", ""12 of 19""], ""Sig. str. %"": [""0%"", ""63%""], ""Total str."": [""5 of 11"", ""14 of 22""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:00"", ""0:37""]}], ""fighters"": [""Conor McGregor"", ""Max Holloway""]}",Per round RD1 0 of 6 - 0% 12 of 19 - 63% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/130b325610c54a64,Benoit Saint Denis | Paddy Pimblett,,Paddy Pimblett,win,Submission,1,0:52,Lightweight,"{""rows"": [{""Fighter"": [""Benoit Saint Denis"", ""Paddy Pimblett""], ""KD"": [""0"", ""0""], ""Sig. str."": [""1 of 3"", ""4 of 5""], ""Sig. str. %"": [""33%"", ""80%""], ""Total str."": [""1 of 3"", ""4 of 5""], ""Td"": [""0 of 1"", ""0 of 0""], ""Td %"": [""0%"", ""---""], ""Sub. att"": [""0"", ""1""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:04"", ""0:37""]}], ""fighters"": [""Benoit Saint Denis"", ""Paddy Pimblett""]}",Per round RD1 1 of 3 - 33% 4 of 5 - 80% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/c572daedf2012a49,Cory Sandhagen | Mario Bautista,,Mario Bautista,win,Decision - Unanimous,3,5:00,Bantamweight,"{""rows"": [{""Fighter"": [""Cory Sandhagen"", ""Mario Bautista""], ""KD"": [""0"", ""1""], ""Sig. str."": [""89 of 176"", ""114 of 185""], ""Sig. str. %"": [""50%"", ""61%""], ""Total str."": [""104 of 196"", ""143 of 215""], ""Td"": [""1 of 4"", ""8 of 20""], ""Td %"": [""25%"", ""40%""], ""Sub. att"": [""0"", ""3""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""1:13"", ""3:21""]}], ""fighters"": [""Cory Sandhagen"", ""Mario Bautista""]}",Per round RD1 39 of 71 - 54% 35 of 52 - 67% RD2 39 of 77 - 50% 39 of 79 - 49% RD3 11 of 28 - 39% 40 of 54 - 74% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/a3ab1979192b647c,Brandon Royval | Lone'er Kavanagh,,Brandon Royval,win,Submission,3,3:40,Flyweight,"{""rows"": [{""Fighter"": [""Brandon Royval"", ""Lone'er Kavanagh""], ""KD"": [""0"", ""1""], ""Sig. str."": [""84 of 152"", ""56 of 94""], ""Sig. str. %"": [""55%"", ""59%""], ""Total str."": [""146 of 218"", ""63 of 101""], ""Td"": [""3 of 6"", ""1 of 2""], ""Td %"": [""50%"", ""50%""], ""Sub. att"": [""2"", ""1""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""4:53"", ""2:09""]}], ""fighters"": [""Brandon Royval"", ""Lone'er Kavanagh""]}",Per round RD1 32 of 59 - 54% 19 of 34 - 55% RD2 31 of 66 - 46% 34 of 55 - 61% RD3 21 of 27 - 77% 3 of 5 - 60% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/a26ea74f2e908842,King Green | Terrance McKinney,,King Green,win,KO/TKO,1,4:59,Lightweight,"{""rows"": [{""Fighter"": [""King Green"", ""Terrance McKinney""], ""KD"": [""1"", ""0""], ""Sig. str."": [""43 of 72"", ""45 of 80""], ""Sig. str. %"": [""59%"", ""56%""], ""Total str."": [""57 of 86"", ""59 of 96""], ""Td"": [""0 of 0"", ""1 of 1""], ""Td %"": [""---"", ""100%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:03"", ""2:12""]}], ""fighters"": [""King Green"", ""Terrance McKinney""]}",Per round RD1 43 of 72 - 59% 45 of 80 - 56% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/7765e5e779dd7dc9,Nikita Krylov | Robert Whittaker,,Robert Whittaker,win,KO/TKO,3,1:01,Light Heavyweight,"{""rows"": [{""Fighter"": [""Nikita Krylov"", ""Robert Whittaker""], ""KD"": [""0"", ""0""], ""Sig. str."": [""51 of 99"", ""54 of 111""], ""Sig. str. %"": [""51%"", ""48%""], ""Total str."": [""57 of 106"", ""55 of 112""], ""Td"": [""3 of 6"", ""0 of 0""], ""Td %"": [""50%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""2:10"", ""0:00""]}], ""fighters"": [""Nikita Krylov"", ""Robert Whittaker""]}",Per round RD1 20 of 40 - 50% 20 of 38 - 52% RD2 28 of 52 - 53% 29 of 61 - 47% RD3 3 of 7 - 42% 5 of 12 - 41% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/118c25bda9392140,Gable Steveson | Elisha Ellison,,Gable Steveson,win,KO/TKO,1,2:31,Heavyweight,"{""rows"": [{""Fighter"": [""Gable Steveson"", ""Elisha Ellison""], ""KD"": [""1"", ""0""], ""Sig. str."": [""41 of 57"", ""13 of 33""], ""Sig. str. %"": [""71%"", ""39%""], ""Total str."": [""41 of 57"", ""14 of 34""], ""Td"": [""0 of 1"", ""0 of 0""], ""Td %"": [""0%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:10"", ""0:00""]}], ""fighters"": [""Gable Steveson"", ""Elisha Ellison""]}",Per round RD1 41 of 57 - 71% 13 of 33 - 39% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/e9f389ba3a1e33c4,Cody Garbrandt | Adrian Yanez,,Adrian Yanez,win,KO/TKO,1,2:47,Bantamweight,"{""rows"": [{""Fighter"": [""Cody Garbrandt"", ""Adrian Yanez""], ""KD"": [""0"", ""1""], ""Sig. str."": [""13 of 32"", ""16 of 30""], ""Sig. str. %"": [""40%"", ""53%""], ""Total str."": [""13 of 32"", ""16 of 30""], ""Td"": [""0 of 1"", ""0 of 0""], ""Td %"": [""0%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:00"", ""0:00""]}], ""fighters"": [""Cody Garbrandt"", ""Adrian Yanez""]}",Per round RD1 13 of 32 - 40% 16 of 30 - 53% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/930317fde9dbc55e,Luke Riley | Kai Kamaka III,,Luke Riley,win,KO/TKO,1,3:03,Featherweight,"{""rows"": [{""Fighter"": [""Luke Riley"", ""Kai Kamaka III""], ""KD"": [""1"", ""0""], ""Sig. str."": [""43 of 67"", ""23 of 41""], ""Sig. str. %"": [""64%"", ""56%""], ""Total str."": [""43 of 67"", ""23 of 41""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:02"", ""0:00""]}], ""fighters"": [""Luke Riley"", ""Kai Kamaka III""]}",Per round RD1 43 of 67 - 64% 23 of 41 - 56% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/e84c3f1f9a33fa90,Tracy Cortez | Wang Cong,,Wang Cong,win,Decision - Unanimous,3,5:00,Women's Flyweight,"{""rows"": [{""Fighter"": [""Tracy Cortez"", ""Wang Cong""], ""KD"": [""0"", ""0""], ""Sig. str."": [""72 of 156"", ""137 of 215""], ""Sig. str. %"": [""46%"", ""63%""], ""Total str."": [""74 of 158"", ""153 of 231""], ""Td"": [""1 of 9"", ""0 of 0""], ""Td %"": [""11%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:31"", ""1:22""]}], ""fighters"": [""Tracy Cortez"", ""Wang Cong""]}",Per round RD1 21 of 44 - 47% 41 of 63 - 65% RD2 27 of 56 - 48% 52 of 85 - 61% RD3 24 of 56 - 42% 44 of 67 - 65% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/b223b10ef19f912c,Damian Pinas | Cesar Almeida,,Damian Pinas,win,KO/TKO,1,4:44,Middleweight,"{""rows"": [{""Fighter"": [""Damian Pinas"", ""Cesar Almeida""], ""KD"": [""1"", ""0""], ""Sig. str."": [""25 of 33"", ""37 of 50""], ""Sig. str. %"": [""75%"", ""74%""], ""Total str."": [""28 of 37"", ""39 of 52""], ""Td"": [""0 of 1"", ""1 of 1""], ""Td %"": [""0%"", ""100%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:03"", ""0:33""]}], ""fighters"": [""Damian Pinas"", ""Cesar Almeida""]}",Per round RD1 25 of 33 - 75% 37 of 50 - 74% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/9e00ee7644774e18,Farid Basharat | John Garza,,Farid Basharat,win,Decision - Unanimous,3,5:00,Bantamweight,"{""rows"": [{""Fighter"": [""Farid Basharat"", ""John Garza""], ""KD"": [""0"", ""0""], ""Sig. str."": [""86 of 134"", ""82 of 187""], ""Sig. str. %"": [""64%"", ""43%""], ""Total str."": [""95 of 145"", ""92 of 197""], ""Td"": [""5 of 22"", ""0 of 0""], ""Td %"": [""22%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""1""], ""Ctrl"": [""4:02"", ""0:13""]}], ""fighters"": [""Farid Basharat"", ""John Garza""]}",Per round RD1 23 of 35 - 65% 15 of 47 - 31% RD2 26 of 36 - 72% 33 of 76 - 43% RD3 37 of 63 - 58% 34 of 64 - 53% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/1162a74e3604c488,Ryan Gandra | Zach Reese,,Ryan Gandra,win,KO/TKO,1,1:15,Middleweight,"{""rows"": [{""Fighter"": [""Ryan Gandra"", ""Zach Reese""], ""KD"": [""1"", ""0""], ""Sig. str."": [""10 of 20"", ""5 of 10""], ""Sig. str. %"": [""50%"", ""50%""], ""Total str."": [""10 of 20"", ""5 of 10""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:05"", ""0:00""]}], ""fighters"": [""Ryan Gandra"", ""Zach Reese""]}",Per round RD1 10 of 20 - 50% 5 of 10 - 50% Landed Attempted
UFC 329: McGregor vs. Holloway 2,http://ufcstats.com/event-details/fccb0fee256b7b4d,http://ufcstats.com/fight-details/1b6a3b0d27654d3e,Alessandro Costa | Cody Durden,,Alessandro Costa,win,Submission,2,2:19,Flyweight,"{""rows"": [{""Fighter"": [""Alessandro Costa"", ""Cody Durden""], ""KD"": [""0"", ""0""], ""Sig. str."": [""21 of 49"", ""28 of 73""], ""Sig. str. %"": [""42%"", ""38%""], ""Total str."": [""25 of 53"", ""30 of 75""], ""Td"": [""0 of 0"", ""0 of 2""], ""Td %"": [""---"", ""0%""], ""Sub. att"": [""2"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""1:01"", ""0:12""]}], ""fighters"": [""Alessandro Costa"", ""Cody Durden""]}",Per round RD1 16 of 37 - 43% 17 of 53 - 32% RD2 5 of 12 - 41% 11 of 20 - 55% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/c13dc0cccef263f7,Rafael Fiziev | Manuel Torres,c814b4c899793af6 | 2e7878927067fdca,Rafael Fiziev,win,KO/TKO,2,0:15,Lightweight,"{""rows"": [{""Fighter"": [""Rafael Fiziev"", ""Manuel Torres""], ""KD"": [""1"", ""0""], ""Sig. str."": [""25 of 39"", ""22 of 52""], ""Sig. str. %"": [""64%"", ""42%""], ""Total str."": [""28 of 43"", ""26 of 56""], ""Td"": [""2 of 2"", ""0 of 0""], ""Td %"": [""100%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:42"", ""0:06""]}], ""fighters"": [""Rafael Fiziev"", ""Manuel Torres""]}",Per round RD1 15 of 25 - 60% 21 of 51 - 41% RD2 10 of 14 - 71% 1 of 1 - 100% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/012c307c9d446c4d,Shara Magomedov | Michel Pereira,06734ca9d88dec3a | 595db60957de51d3,Shara Magomedov,win,Decision - Unanimous,3,5:00,Middleweight,"{""rows"": [{""Fighter"": [""Shara Magomedov"", ""Michel Pereira""], ""KD"": [""0"", ""1""], ""Sig. str."": [""52 of 85"", ""35 of 82""], ""Sig. str. %"": [""61%"", ""42%""], ""Total str."": [""112 of 165"", ""61 of 113""], ""Td"": [""0 of 0"", ""0 of 2""], ""Td %"": [""---"", ""0%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""1"", ""0""], ""Ctrl"": [""0:53"", ""4:04""]}], ""fighters"": [""Shara Magomedov"", ""Michel Pereira""]}",Per round RD1 6 of 7 - 85% 16 of 30 - 53% RD2 20 of 35 - 57% 6 of 17 - 35% RD3 26 of 43 - 60% 13 of 35 - 37% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/809814f03ff3140c,Nazim Sadykhov | Matheus Camilo,ff62013d2fce6d13 | 72f890c5d421e705,Matheus Camilo,win,KO/TKO,1,1:31,Lightweight,"{""rows"": [{""Fighter"": [""Nazim Sadykhov"", ""Matheus Camilo""], ""KD"": [""0"", ""1""], ""Sig. str."": [""0 of 16"", ""4 of 10""], ""Sig. str. %"": [""0%"", ""40%""], ""Total str."": [""0 of 16"", ""4 of 10""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:00"", ""0:03""]}], ""fighters"": [""Nazim Sadykhov"", ""Matheus Camilo""]}",Per round RD1 0 of 16 - 0% 4 of 10 - 40% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/81cde317c156723b,Asu Almabayev | Charles Johnson,8d3273573b85be09 | 814e5233e2acf2ee,Asu Almabayev,win,Submission,3,3:33,Flyweight,"{""rows"": [{""Fighter"": [""Asu Almabayev"", ""Charles Johnson""], ""KD"": [""0"", ""0""], ""Sig. str."": [""28 of 51"", ""21 of 45""], ""Sig. str. %"": [""54%"", ""46%""], ""Total str."": [""73 of 102"", ""32 of 57""], ""Td"": [""6 of 9"", ""0 of 0""], ""Td %"": [""66%"", ""---""], ""Sub. att"": [""1"", ""1""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""8:48"", ""0:00""]}], ""fighters"": [""Asu Almabayev"", ""Charles Johnson""]}",Per round RD1 8 of 17 - 47% 4 of 11 - 36% RD2 14 of 27 - 51% 15 of 30 - 50% RD3 6 of 7 - 85% 2 of 4 - 50% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/d83294b031502177,Ikram Aliskerov | Brunno Ferreira,b07aed698fba8624 | 1e719d4b676dc19a,Ikram Aliskerov,win,Decision - Unanimous,3,5:00,Middleweight,"{""rows"": [{""Fighter"": [""Ikram Aliskerov"", ""Brunno Ferreira""], ""KD"": [""0"", ""0""], ""Sig. str."": [""47 of 98"", ""19 of 55""], ""Sig. str. %"": [""47%"", ""34%""], ""Total str."": [""114 of 179"", ""23 of 61""], ""Td"": [""5 of 6"", ""0 of 1""], ""Td %"": [""83%"", ""0%""], ""Sub. att"": [""1"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""8:53"", ""0:07""]}], ""fighters"": [""Ikram Aliskerov"", ""Brunno Ferreira""]}",Per round RD1 15 of 29 - 51% 6 of 10 - 60% RD2 20 of 39 - 51% 10 of 26 - 38% RD3 12 of 30 - 40% 3 of 19 - 15% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/35985895d4ef321e,Abus Magomedov | Michal Oleksiejczuk,36b8f265bcd1b7a4 | 0d65c432720accb9,Abus Magomedov,win,Submission,1,3:25,Middleweight,"{""rows"": [{""Fighter"": [""Abus Magomedov"", ""Michal Oleksiejczuk""], ""KD"": [""1"", ""0""], ""Sig. str."": [""10 of 27"", ""5 of 19""], ""Sig. str. %"": [""37%"", ""26%""], ""Total str."": [""10 of 27"", ""5 of 19""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""1"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:36"", ""0:03""]}], ""fighters"": [""Abus Magomedov"", ""Michal Oleksiejczuk""]}",Per round RD1 10 of 27 - 37% 5 of 19 - 26% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/6a35ff33b8597904,Farman Hasanov | Eric Nolan,c88f8a9c1ea7165d | 64b12fe31be7560c,Farman Hasanov,win,Decision - Unanimous,3,5:00,Welterweight,"{""rows"": [{""Fighter"": [""Farman Hasanov"", ""Eric Nolan""], ""KD"": [""0"", ""0""], ""Sig. str."": [""21 of 41"", ""15 of 51""], ""Sig. str. %"": [""51%"", ""29%""], ""Total str."": [""53 of 87"", ""29 of 67""], ""Td"": [""17 of 27"", ""0 of 0""], ""Td %"": [""62%"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""11:12"", ""0:03""]}], ""fighters"": [""Farman Hasanov"", ""Eric Nolan""]}",Per round RD1 1 of 4 - 25% 0 of 5 - 0% RD2 10 of 17 - 58% 7 of 21 - 33% RD3 10 of 20 - 50% 8 of 25 - 32% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/48b1ee7ab45add4c,Abdul Rakhman Yakhyaev | Julius Walker,95aff2fd8d09a5f0 | 6add18754930182b,Abdul Rakhman Yakhyaev,win,KO/TKO,1,0:08,Light Heavyweight,"{""rows"": [{""Fighter"": [""Abdul Rakhman Yakhyaev"", ""Julius Walker""], ""KD"": [""1"", ""0""], ""Sig. str."": [""6 of 8"", ""0 of 1""], ""Sig. str. %"": [""75%"", ""0%""], ""Total str."": [""6 of 8"", ""0 of 1""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:03"", ""0:00""]}], ""fighters"": [""Abdul Rakhman Yakhyaev"", ""Julius Walker""]}",Per round RD1 6 of 8 - 75% 0 of 1 - 0% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/5e7f4ba1210f433d,Nursulton Ruziboev | Andrey Pulyaev,49d2a08964c5eb11 | 22e07d3da1aa3475,Nursulton Ruziboev,win,Submission,1,3:58,Middleweight,"{""rows"": [{""Fighter"": [""Nursulton Ruziboev"", ""Andrey Pulyaev""], ""KD"": [""0"", ""0""], ""Sig. str."": [""1 of 3"", ""2 of 6""], ""Sig. str. %"": [""33%"", ""33%""], ""Total str."": [""13 of 18"", ""15 of 23""], ""Td"": [""2 of 2"", ""0 of 0""], ""Td %"": [""100%"", ""---""], ""Sub. att"": [""1"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""2:28"", ""0:00""]}], ""fighters"": [""Nursulton Ruziboev"", ""Andrey Pulyaev""]}",Per round RD1 1 of 3 - 33% 2 of 6 - 33% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/1a7119f3996b5635,Kaan Ofli | Javier Reyes,7facc9c45d792985 | 4a574b8512fc1b30,Kaan Ofli,win,Submission,1,4:16,Featherweight,"{""rows"": [{""Fighter"": [""Kaan Ofli"", ""Javier Reyes""], ""KD"": [""1"", ""0""], ""Sig. str."": [""17 of 26"", ""7 of 35""], ""Sig. str. %"": [""65%"", ""20%""], ""Total str."": [""42 of 53"", ""7 of 35""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""1"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:32"", ""0:00""]}], ""fighters"": [""Kaan Ofli"", ""Javier Reyes""]}",Per round RD1 17 of 26 - 65% 7 of 35 - 20% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/0e60ab32f3d03929,Daniil Donchenko | Theodor Berggren,70dd69b6a703257e | feef5f8f5629e5e7,Daniil Donchenko,win,KO/TKO,2,1:35,Welterweight,"{""rows"": [{""Fighter"": [""Daniil Donchenko"", ""Theodor Berggren""], ""KD"": [""2"", ""0""], ""Sig. str."": [""71 of 107"", ""23 of 64""], ""Sig. str. %"": [""66%"", ""35%""], ""Total str."": [""73 of 109"", ""29 of 71""], ""Td"": [""0 of 0"", ""0 of 0""], ""Td %"": [""---"", ""---""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:27"", ""0:17""]}], ""fighters"": [""Daniil Donchenko"", ""Theodor Berggren""]}",Per round RD1 57 of 82 - 69% 17 of 47 - 36% RD2 14 of 25 - 56% 6 of 17 - 35% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/ae0a91c8f92f4758,Bekzat Almakhan | Jean Matsumoto,a4dc0f2b95df4cc1 | ffd3224638c01b57,Jean Matsumoto,win,Decision - Unanimous,3,5:00,Bantamweight,"{""rows"": [{""Fighter"": [""Bekzat Almakhan"", ""Jean Matsumoto""], ""KD"": [""1"", ""0""], ""Sig. str."": [""69 of 159"", ""79 of 229""], ""Sig. str. %"": [""43%"", ""34%""], ""Total str."": [""70 of 160"", ""89 of 241""], ""Td"": [""0 of 0"", ""2 of 10""], ""Td %"": [""---"", ""20%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:02"", ""1:38""]}], ""fighters"": [""Bekzat Almakhan"", ""Jean Matsumoto""]}",Per round RD1 21 of 37 - 56% 20 of 52 - 38% RD2 28 of 65 - 43% 33 of 95 - 34% RD3 20 of 57 - 35% 26 of 82 - 31% Landed Attempted
UFC Fight Night: Fiziev vs. Torres,http://ufcstats.com/event-details/31e1ea6fe6b682f8,http://ufcstats.com/fight-details/f1cb2e7ef096ec7c,Tahir Abdullayev | Jefferson Nascimento,e047d3b541afd4a7 | 4b85abc5abbe657c,Tahir Abdullayev,win,KO/TKO,3,4:28,Welterweight,"{""rows"": [{""Fighter"": [""Tahir Abdullayev"", ""Jefferson Nascimento""], ""KD"": [""0"", ""0""], ""Sig. str."": [""37 of 87"", ""35 of 72""], ""Sig. str. %"": [""42%"", ""48%""], ""Total str."": [""60 of 111"", ""54 of 100""], ""Td"": [""2 of 6"", ""0 of 1""], ""Td %"": [""33%"", ""0%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""3:12"", ""0:33""]}], ""fighters"": [""Tahir Abdullayev"", ""Jefferson Nascimento""]}",Per round RD1 5 of 20 - 25% 7 of 15 - 46% RD2 6 of 24 - 25% 15 of 34 - 44% RD3 26 of 43 - 60% 13 of 23 - 56% Landed Attempted
UFC Fight Night: Kape vs. Horiguchi,http://ufcstats.com/event-details/c8661e204c66f325,http://ufcstats.com/fight-details/33afdd7ad43a2756,Manel Kape | Kyoji Horiguchi,5d1b7e3dd9e11074 | 98aa60cf58071fd6,Manel Kape,win,KO/TKO,3,2:42,Flyweight,"{""rows"": [{""Fighter"": [""Manel Kape"", ""Kyoji Horiguchi""], ""KD"": [""1"", ""0""], ""Sig. str."": [""19 of 56"", ""27 of 53""], ""Sig. str. %"": [""33%"", ""50%""], ""Total str."": [""47 of 88"", ""53 of 89""], ""Td"": [""0 of 0"", ""2 of 5""], ""Td %"": [""---"", ""40%""], ""Sub. att"": [""0"", ""0""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:10"", ""4:00""]}], ""fighters"": [""Manel Kape"", ""Kyoji Horiguchi""]}",Per round RD1 5 of 19 - 26% 8 of 15 - 53% RD2 2 of 5 - 40% 11 of 15 - 73% RD3 12 of 32 - 37% 8 of 23 - 34% Landed Attempted
UFC Fight Night: Kape vs. Horiguchi,http://ufcstats.com/event-details/c8661e204c66f325,http://ufcstats.com/fight-details/afc021700481ac4e,Ion Cutelaba | Navajo Stirling,cd13728ae1151f46 | b4b496ec2197ee3e,Navajo Stirling,win,KO/TKO,2,3:23,Light Heavyweight,"{""rows"": [{""Fighter"": [""Ion Cutelaba"", ""Navajo Stirling""], ""KD"": [""0"", ""0""], ""Sig. str."": [""19 of 48"", ""52 of 70""], ""Sig. str. %"": [""39%"", ""74%""], ""Total str."": [""58 of 88"", ""59 of 77""], ""Td"": [""5 of 7"", ""0 of 1""], ""Td %"": [""71%"", ""0%""], ""Sub. att"": [""1"", ""0""], ""Rev."": [""2"", ""2""], ""Ctrl"": [""3:01"", ""1:53""]}], ""fighters"": [""Ion Cutelaba"", ""Navajo Stirling""]}",Per round RD1 6 of 26 - 23% 16 of 24 - 66% RD2 13 of 22 - 59% 36 of 46 - 78% Landed Attempted
UFC Fight Night: Kape vs. Horiguchi,http://ufcstats.com/event-details/c8661e204c66f325,http://ufcstats.com/fight-details/aaec28fa3c0c576d,Hyder Amil | Christian Rodriguez,41cc71cbf210e0fe | 5ec591b78349ba7e,Christian Rodriguez,win,Submission,1,3:43,Featherweight,"{""rows"": [{""Fighter"": [""Hyder Amil"", ""Christian Rodriguez""], ""KD"": [""0"", ""1""], ""Sig. str."": [""23 of 48"", ""20 of 38""], ""Sig. str. %"": [""47%"", ""52%""], ""Total str."": [""23 of 48"", ""23 of 43""], ""Td"": [""0 of 1"", ""1 of 3""], ""Td %"": [""0%"", ""33%""], ""Sub. att"": [""0"", ""1""], ""Rev."": [""0"", ""0""], ""Ctrl"": [""0:00"", ""0:23""]}], ""fighters"": [""Hyder Amil"", ""Christian Rodriguez""]}",Per round RD1 23 of 48 - 47% 20 of 38 - 52% Landed Attempted
